,Clean Ingredients
9787,"['garlic clove', 'olive oil', 'kale', 'red chilli', 'smoked bacon', 'lemon', 'pine nut', 'pasta', 'cream cheese']"
9788,"['garlic clove', 'olive oil', 'butter', 'onion', 'chicken breast', 'white wine', 'double cream', 'mashed potato', 'dijon mustard', 'plain flour', 'smoked bacon', 'parsley']"
9789,"['garlic clove', 'carrot', 'celery', 'dill', 'skinless chicken breast', 'parsley', 'cold water']"
9790,"['oregano', 'garlic clove', 'olive oil', 'onion', 'mushroom', 'mozzarella', 'vegetable', 'kale', 'ground cumin', 'broccoli', 'chicken stock cube', 'green bean', 'chopped tomato', 'turkey breast', 'tomato', 'red pepper']"
9791,"['cherry tomato', 'green bean', 'mustard', 'new potato', 'bay leaf', 'parsley', 'chicken']"
9792,"['olive oil', 'chestnut mushroom', 'tarragon leaf', 'onion', 'chicken leg', 'white wine', 'tomato', 'chicken']"
9793,"['maple syrup', 'olive oil', 'chicken leg', 'red onion', 'thyme', 'garlic', 'new potato', 'mustard', 'red pepper']"
9794,"['olive oil', 'lemon', 'rosemary', 'fish fillet', 'bread']"
9795,"['boneless chicken breast', 'cherry tomato', 'chestnut mushroom', 'coconut cream', 'fish sauce', 'red chilli', 'lemongrass', 'kaffir lime', 'lime juice', 'chicken stock', 'rice', 'coriander', 'galangal']"
9796,"['ground coriander', 'onion', 'carrot', 'turmeric', 'crusty bread', 'skinless chicken thigh', 'sage', 'ground cumin', 'plain flour', 'thyme', 'chicken stock', 'rosemary', 'butter bean', 'rapeseed oil', 'chicken']"
9797,"['pesto', 'mozzarella', 'extravirgin olive oil', 'salami', 'puff pastry']"
9798,"['apple', 'orange', 'yogurt', 'barley', 'cinnamon', 'nutmeg']"
9799,"['egg yolk', 'milk', 'cream', 'caster sugar', 'custard powder', 'vanilla pod', 'cornflour']"
9800,"['garlic clove', 'butter', 'fennel bulb', 'double cream', 'parmesan', 'whole milk', 'potato', 'frond']"
9801,"['chilli', 'olive oil', 'extra virgin olive oil', 'red onion', 'yogurt', 'pumpkin seed', 'plain flour', 'lemon', 'olive', 'dill', 'cumin seed']"
9802,"['egg', 'butter', 'asparagus spear', 'red chilli', 'baby spinach', 'crabmeat']"
9803,"['parmesan', 'butter', 'broccoli']"
9804,"['cheddar', 'butter', 'broccoli', 'crusty bread', 'parmesan', 'dijon mustard', 'milk', 'flour']"
9805,"['vegetable', 'red chilli', 'mackerel', 'extra virgin olive oil', 'lemon', 'parsley', 'butter bean']"
9806,"['palm sugar', 'rice paper', 'mint', 'rice wine vinegar', 'fish sauce', 'lime', 'red chilli', 'carrot', 'noodle', 'coriander', 'king prawn']"
9807,"['pesto', 'egg', 'leek', 'squash', 'filo', 'cannellini bean', 'chicken stock', 'rapeseed oil', 'salad']"
9808,"['parsnip', 'sirloin steak', 'lemon juice', 'horseradish sauce', 'date', 'mint leaf', 'salad']"
9809,"['butter', 'onion', 'dried apricot', 'pork', 'parsley', 'flour', 'apple', 'plain flour', 'celery', 'thyme', 'vegetable oil', 'garlic clove', 'orange', 'ground fennel', 'lemon', 'parsnip', 'red wine', 'egg', 'vegetable stock', 'rosemary', 'suet', 'curry powder']"
9810,"['cauliflower', 'olive oil', 'butter', 'double cream', 'vegetable stock', 'chorizo', 'milk', 'coriander', 'shallot', 'potato']"
9811,"['garlic clove', 'olive oil', 'egg', 'onion', 'pepper', 'chorizo', 'chicken stock', 'parsley', 'potato']"
9812,"['garlic clove', 'garam masala', 'mango chutney', 'turmeric', 'broccoli', 'lime', 'yogurt', 'paneer', 'brussels sprout', 'coriander', 'cashew', 'ginger', 'pea', 'cumin seed']"
9813,"['onion', 'red chilli', 'black vinegar', 'soy sauce', 'dark soy sauce', 'aubergine', 'vegetable oil', 'green bean', 'caster sugar', 'cooked rice', 'tomato', 'cornflour']"
9814,"['tarragon leaf', 'butter', 'carrot', 'sea salt']"
9815,"['cheddar', 'butter', 'carrot', 'onion', 'vegetable stock', 'toast', 'milk', 'potato']"
9816,"['garlic clove', 'olive oil', 'mushroom', 'balsamic vinegar', 'parsley', 'rosemary leaf']"
9817,"['cheddar', 'jalapeno', 'egg', 'cherry tomato', 'chickpea', 'red onion', 'lime', 'bean', 'sweetcorn', 'coriander', 'vegetable oil', 'salad']"
9818,"['butter', 'squash', 'sweetcorn', 'parsley', 'spring onion']"
9819,"['egg', 'baking powder', 'dark chocolate', 'sugar', 'plain flour', 'vegetable oil', 'caster sugar', 'vanilla extract']"
9820,"['sherry', 'egg', 'dark chocolate', 'strong white bread flour', 'sugar', 'dried yeast', 'vegetable oil', 'caster sugar', 'whole milk', 'almond', 'vanilla extract']"
9821,"['egg', 'boneless lamb', 'rosemary', 'puff pastry', 'cranberry sauce']"
9822,"['egg', 'icing sugar', 'butter', 'dark chocolate', 'double cream', 'caster sugar', 'custard powder', 'coconut', 'almond', 'cocoa powder', 'biscuit']"
9823,"['egg', 'butter', 'onion', 'spinach', 'kale', 'strong white bread flour', 'beef', 'lard', 'potato']"
9824,"['goat cheese', 'hazelnut', 'asparagus spear', 'milk', 'rapeseed oil', 'tomato', 'prosciutto', 'cream cheese']"
9825,"['mascarpone', 'egg', 'nectarine', 'double cream', 'marsala wine', 'caster sugar', 'amaretti']"
9826,"['mascarpone', 'egg', 'cocoa powder', 'dark chocolate', 'honey', 'peach', 'amaretti', 'blanched almond']"
9827,"['unsalted butter', 'orange', 'honey', 'peach', 'basil leaf', 'chocolate ice cream']"
9828,"['bamboo shoot', 'red chilli', 'soy sauce', 'coriander', 'chicken stock', 'oyster mushroom', 'egg noodle', 'cooked chicken']"
9829,"['garlic clove', 'oyster sauce', 'gyoza skin', 'soy sauce', 'water chestnut', 'sesame oil', 'rice vinegar', 'cabbage', 'vegetable oil', 'minced pork', 'yuzu', 'ginger', 'cornflour', 'spring onion', 'peanut oil']"
9830,"['carrot', 'soy sauce', 'mirin', 'lemon', 'shallot', 'basmati rice', 'caster sugar', 'skinless chicken breast']"
9831,"['chicken breast', 'butter', 'onion', 'nori', 'mild curry powder', 'chicken stock cube', 'carrot', 'sunflower oil', 'sesame seed', 'honey', 'togarashi', 'miso paste', 'ketchup', 'garlic clove', 'milk', 'ginger', 'egg', 'white cabbage', 'soy sauce', 'breadcrumb']"
9832,"['tomato sauce', 'egg', 'butter', 'onion', 'mashed potato', 'milk', 'haddock fillet', 'plain flour', 'dill', 'bay leaf', 'parsley', 'salmon fillet', 'worcestershire sauce', 'breadcrumb']"
9833,"['pesto', 'lemon', 'cod', 'fish fillet', 'breadcrumb', 'green olive']"
9834,"['butter', 'sage', 'nutmeg', 'hazelnut', 'butternut squash']"
9835,"['olive oil', 'kidney bean', 'spinach leaf', 'red onion', 'red chilli', 'ground cumin', 'lean beef', 'coriander', 'tomato', 'butternut squash']"
9836,"['olive oil', 'goat cheese', 'toasted pine nut', 'spaghetti', 'sage', 'garlic', 'butternut squash']"
9837,"['cheddar', 'sweet potato', 'red onion', 'avocado', 'lime', 'coriander', 'rapeseed oil', 'black bean', 'tomato salsa']"
9838,"['chilli', 'olive oil', 'mint', 'lime', 'pistachio', 'lamb', 'coriander', 'coconut flake', 'coconut']"
9839,"['olive oil', 'smoked paprika', 'celery salt', 'beer', 'thyme', 'cayenne pepper', 'mustard powder', 'chicken', 'muscovado sugar']"
9840,"['broccoli', 'red chilli', 'sesame seed', 'soy sauce', 'sesame oil', 'pork', 'coriander', 'hoisin sauce', 'chicken stock', 'ginger', 'dried egg']"
9841,"['ground coriander', 'olive oil', 'egg', 'mint', 'ground cinnamon', 'onion', 'lamb', 'ground cumin', 'pomegranate molasses', 'allspice', 'parsley', 'breadcrumb', 'greek yogurt']"
9842,"['tequila', 'lemon juice', 'lime juice', 'passata', 'grenadine', 'worcestershire sauce', 'pepper sauce', 'sea salt']"
9843,"['boneless chicken breast', 'olive oil', 'asparagus spear', 'red onion', 'lime', 'red chilli', 'extravirgin olive oil', 'mango', 'caster sugar', 'parsley']"
9844,"['garlic clove', 'olive oil', 'garam masala', 'naan', 'broccoli', 'red chilli', 'paneer', 'lemon']"
9845,"['garlic clove', 'oyster sauce', 'onion', 'broccoli', 'sunflower oil', 'beef']"
9846,"['olive oil', 'leek', 'white wine', 'parmesan', 'smoked bacon', 'chicken stock', 'chive', 'risotto rice']"
9847,"['parsnip', 'olive oil', 'leek', 'thyme leaf', 'lemon', 'salmon fillet']"
9848,"['parsnip', 'olive oil', 'mint', 'beetroot', 'carrot', 'red onion', 'lamb chop', 'balsamic vinegar']"
9849,"['garlic clove', 'butter', 'red chilli', 'coriander', 'corn']"
9850,"['olive oil', 'cheese', 'lime', 'sweetcorn', 'coriander', 'black bean', 'spring onion']"
9851,"['unsalted butter', 'egg', 'orange', 'ground cinnamon', 'ground nutmeg', 'sugar', 'white chocolate', 'double cream', 'plain flour']"
9852,"['egg', 'icing sugar', 'butter', 'baking powder', 'peppermint extract', 'white chocolate', 'cream', 'caster sugar', 'cocoa powder', 'flour']"
9853,"['unsalted butter', 'icing sugar', 'ground almond', 'butter', 'ground cinnamon', 'baking powder', 'apple', 'demerara sugar', 'plain flour', 'cardamom pod', 'almond', 'salt', 'egg white']"
9854,"['egg', 'cauliflower', 'vegetable oil', 'plain flour']"
9855,"['radish', 'vegetable oil', 'cucumber', 'rice wine vinegar']"
9856,"['nori', 'avocado', 'lemon', 'mayonnaise', 'crabmeat', 'hot dog', 'wasabi']"
9857,"['maple syrup', 'garlic clove', 'red chilli', 'white pepper', 'sunflower oil', 'soy sauce', 'peanut butter', 'kaffir lime', 'coriander', 'ginger', 'dried egg', 'spring onion', 'butternut squash', 'tamarind paste']"
9858,"['egg', 'garlic clove', 'smoked paprika', 'onion', 'smoked bacon', 'basil', 'vegetable oil', 'passata', 'beef', 'breadcrumb']"
9859,"['leek', 'cheese', 'butter', 'onion', 'potato']"
9860,"['boneless chicken breast', 'leek', 'carrot', 'double cream', 'baking potato', 'chicken stock', 'bread roll', 'parsley']"
9861,"['ham', 'parmesan', 'leek', 'bread']"
9862,"['olive oil', 'lamb', 'demerara sugar', 'baking potato', 'rosemary', 'dijon']"
9863,"['olive oil', 'frozen pea', 'leek', 'cheese', 'vegetable stock', 'lemon', 'bacon', 'risotto rice']"
9864,"['olive oil', 'butter', 'thyme leaf', 'nutmeg', 'potato', 'sea salt']"
9865,"['unsalted cashew', 'butter', 'cake', 'golden syrup', 'pumpkin seed', 'pistachio', 'cherry', 'dried cranberry', 'brazil nut', 'blanched almond']"
9866,"['bourbon', 'unsalted butter', 'egg', 'pecan', 'maple syrup', 'egg yolk', 'golden syrup', 'double cream', 'plain flour', 'vanilla extract', 'caster sugar', 'sea salt']"
9867,"['garlic clove', 'smoked paprika', 'onion', 'vegetable stock', 'vegetable oil', 'chopped tomato', 'green pepper', 'cayenne pepper', 'bay leaf', 'spring onion']"
9868,"['cheddar', 'butter', 'onion', 'sugar', 'cream', 'corn']"
9869,"['olive oil', 'onion', 'vegetable', 'cream', 'mayonnaise']"
9870,"['butter', 'plain flour', 'milk', 'brown sugar', 'vanilla extract']"
9871,"['chocolate', 'icing sugar', 'food colouring', 'butter']"
9872,"['orange', 'carrot', 'ice', 'ginger', 'oat']"
9873,"['ground cardamom', 'lime', 'yogurt', 'honey', 'mango']"
9874,"['garlic clove', 'olive oil', 'lemon', 'pork', 'butter bean', 'spring onion']"
9875,"['maple syrup', 'olive oil', 'apple', 'red onion', 'broccoli', 'thyme', 'pork sausage', 'red wine vinegar', 'cumin seed']"
9876,"['cheddar', 'garlic clove', 'olive oil', 'kidney bean', 'onion', 'sausage', 'hot dog', 'chopped tomato', 'tomato', 'chilli powder', 'potato']"
9877,"['egg', 'onion', 'sunflower oil', 'milk', 'plain flour', 'thyme', 'beef stock', 'pork sausage', 'brown sugar', 'mustard powder']"
9878,"['lemon zest', 'champagne', 'lemon juice', 'ice', 'gin', 'sugar syrup']"
9879,"['orange peel', 'orange juice', 'ice', 'gin', 'dry vermouth', 'sweet vermouth']"
9880,"['lemon juice', 'blackberry', 'lemon', 'ice', 'sugar syrup', 'water', 'egg white']"
9881,"['olive oil', 'harissa paste', 'beetroot', 'chickpea', 'red chilli', 'lemon juice', 'ground cumin', 'mint leaf', 'lemon zest', 'greek yogurt']"
9882,"['caper', 'white wine vinegar', 'egg', 'olive oil', 'beetroot', 'butter', 'red onion', 'ground cumin', 'smoked salmon', 'dill', 'parsley', 'flour', 'potato', 'greek yogurt']"
9883,"['unsalted butter', 'icing sugar', 'rhubarb', 'cheese', 'lemon', 'ginger', 'ground ginger', 'greek yogurt']"
9884,"['chilli', 'garlic clove', 'naan', 'onion', 'turmeric', 'lamb stock', 'baby spinach', 'cardamom pod', 'coriander', 'ginger', 'lamb shoulder', 'tomato', 'cumin seed']"
9885,"['blue cheese', 'spinach', 'walnut']"
9886,"['cherry tomato', 'garlic clove', 'olive oil', 'red onion', 'crusty bread', 'lemon', 'aubergine', 'basil', 'dried oregano', 'caper']"
9887,"['olive oil', 'egg', 'black olive', 'asparagus spear', 'thyme leaf', 'milk', 'flour', 'sundried tomato']"
9888,"['serrano', 'lemon juice', 'hazelnut oil', 'dijon mustard', 'honey', 'white asparagus', 'chive']"
9889,"['raisin', 'cauliflower', 'walnut', 'garlic clove', 'ground cinnamon', 'extra virgin olive oil', 'fennel bulb', 'ground cumin', 'pomegranate molasses', 'lemon', 'honey', 'bulgur wheat', 'mint leaf', 'pomegranate', 'parsley', 'spring onion']"
9890,"['parsnip', 'olive oil', 'mint', 'butter', 'red chilli', 'yogurt', 'lemon', 'turnip', 'pomegranate', 'parsley', 'bread']"
9891,"['radicchio', 'olive oil', 'thyme leaf', 'balsamic vinegar', 'fontina']"
9892,"['radicchio', 'apple', 'beetroot', 'horseradish', 'mackerel', 'lemon juice', 'puy lentil', 'lemon', 'cream', 'spring onion']"
9893,"['ciabatta', 'olive oil', 'garlic clove', 'red wine', 'onion', 'rump steak', 'radicchio leaf', 'parsley', 'dried oregano']"
9894,"['white wine vinegar', 'garlic clove', 'white pepper', 'double cream', 'coriander', 'caster sugar', 'chard', 'cayenne pepper', 'star anise', 'fennel seed']"
9895,"['garlic clove', 'olive oil', 'red chilli', 'lemon juice', 'puy lentil', 'chard']"
9896,"['egg', 'butter', 'baking powder', 'egg yolk', 'double cream', 'milk', 'caster sugar', 'cornflour', 'flour', 'vanilla extract']"
9897,"['egg', 'ground almond', 'butter', 'golden syrup', 'cream', 'clementine', 'caster sugar', 'ginger', 'flour', 'ground ginger']"
9898,"['egg', 'butter', 'golden syrup', 'milk', 'marmalade', 'jam', 'custard', 'caster sugar', 'flour', 'vanilla extract']"
9899,"['malted milk', 'marshmallow', 'milk chocolate']"
9900,"['chilli', 'bourbon whiskey', 'soy sauce', 'tomato ketchup', 'honey', 'spice mix', 'teriyaki sauce']"
9901,"['food colouring', 'icing', 'sprinkle', 'almond', 'marshmallow', 'cake']"
9902,"['tomato sauce', 'olive oil', 'garlic clove', 'orange', 'onion', 'chickpea', 'crusty bread', 'chicken stock', 'parsley']"
9903,"['garlic clove', 'red wine', 'onion', 'sausage', 'cannellini bean', 'celery', 'goose', 'streaky bacon', 'thyme', 'black peppercorn', 'bay leaf', 'parsley', 'tomato', 'breadcrumb']"
9904,"['soda water', 'lemon juice', 'lemon', 'ice', 'caster sugar', 'gin', 'fennel seed', 'caraway seed', 'chicory']"
9905,"['maraschino', 'lemon juice', 'ice', 'gin', 'lemon zest']"
9906,"['red wine', 'tarragon leaf', 'beetroot', 'red onion', 'vegetable stock', 'yogurt', 'caster sugar', 'red wine vinegar']"
9907,"['garlic clove', 'garam masala', 'beetroot', 'onion', 'turmeric', 'pickle', 'yogurt', 'cardamom pod', 'coriander', 'basmati rice', 'ginger', 'rapeseed oil', 'bay leaf']"
9908,"['olive oil', 'garlic clove', 'mushroom', 'white bread', 'avocado', 'baby spinach', 'extravirgin olive oil', 'green bean', 'streaky bacon', 'mustard', 'red wine vinegar']"
9909,"['sherry vinegar', 'garlic clove', 'olive oil', 'butter', 'onion', 'spinach', 'nutmeg', 'pine nut']"
9910,"['sweet potato', 'carrot', 'red onion', 'sunflower oil', 'white cabbage', 'yogurt', 'lime', 'coriander']"
9911,"['olive oil', 'pecan', 'goat cheese', 'crusty bread', 'lemon juice', 'pear', 'watercress', 'cranberry sauce']"
9912,"['garlic clove', 'olive oil', 'beetroot', 'rosemary', 'broad bean', 'shallot', 'feta cheese', 'red wine vinegar', 'salad']"
9913,"['peppercorn', 'olive oil', 'sunflower oil', 'pear', 'salad oil', 'hazelnut', 'cider vinegar', 'chicory']"
9914,"['olive oil', 'orange', 'spinach', 'beetroot', 'dijon mustard', 'boneless chicken thigh', 'watercress']"
9915,"['vanilla', 'egg', 'cranberry', 'butter', 'baking powder', 'white chocolate', 'caster sugar', 'vanilla pod', 'flour']"
9916,"['garlic clove', 'red wine', 'butter', 'onion', 'mushroom', 'plain flour', 'beef stock', 'parsley', 'beef', 'rapeseed oil', 'tomato', 'bay leaf']"
9917,"['rhubarb', 'egg', 'baking powder', 'vanilla essence', 'strawberry', 'milk', 'caster sugar', 'flour']"
9918,"['raisin', 'egg', 'salted butter', 'rum', 'sunflower oil', 'double cream', 'bicarbonate of soda', 'milk', 'date', 'flour', 'muscovado sugar']"
9919,"['egg', 'ground almond', 'orange', 'baking powder', 'golden syrup', 'butter', 'yogurt', 'treacle', 'rapeseed oil', 'flour', 'muscovado sugar']"
9920,"['apple', 'onion', 'sage leaf', 'dijon mustard', 'pork', 'chicken stock', 'rapeseed oil']"
9921,"['orange', 'butter', 'ground cinnamon', 'milk', 'caster sugar', 'peach', 'cornflour', 'flour', 'blueberry', 'muscovado sugar']"
9922,"['onion', 'port', 'red chilli', 'streaky bacon', 'muscovado sugar', 'beetroot', 'carrot', 'plain flour', 'celery', 'thyme', 'vegetable oil', 'red wine vinegar', 'garlic clove', 'orange', 'ginger', 'bay leaf', 'red wine', 'beef stock', 'beef steak', 'fennel seed']"
9923,"['carrot', 'onion', 'minced beef', 'baked bean', 'beef stock', 'parsley', 'worcestershire sauce', 'potato']"
9924,"['orange juice', 'dried apricot', 'date', 'honey', 'mixed nut', 'cake']"
9925,"['raisin', 'egg', 'butter', 'golden syrup', 'milk', 'lemon', 'cream', 'caster sugar', 'flour']"
9926,"['unsalted butter', 'egg', 'icing sugar', 'meringue', 'prosecco', 'sugar', 'raspberry jam', 'popcorn', 'sprinkle', 'caster sugar', 'flour']"
9927,"['egg', 'double cream', 'pistachio', 'plain flour', 'caster sugar', 'whole milk', 'melted butter', 'cornflour', 'egg white']"
9928,"['goat cheese', 'black olive', 'tortilla wrap']"
9929,"['vanilla pod', 'caster sugar', 'lemon']"
9930,"['olive oil', 'red onion', 'chickpea', 'ground cumin', 'lemon', 'honey', 'coriander', 'aubergine']"
9931,"['cherry tomato', 'olive oil', 'cucumber', 'carrot', 'baby spinach', 'hummus', 'lemon', 'lentil', 'olive', 'pomegranate']"
9932,"['unsalted butter', 'egg', 'icing sugar', 'salted butter', 'double cream', 'raspberry jam', 'milk', 'caster sugar', 'coconut', 'cocoa powder', 'salt', 'flour']"
9933,"['egg', 'smoked paprika', 'sunflower oil', 'toast', 'cannellini bean', 'passata', 'tomato', 'bacon', 'brown sugar']"
9934,"['tomato', 'garlic clove', 'baguette', 'sardine']"
9935,"['garlic clove', 'olive oil', 'butter', 'vegetable stock', 'parmesan', 'chorizo', 'polenta', 'parsley', 'king prawn']"
9936,"['mango chutney', 'cucumber', 'red onion', 'masala', 'coconut milk', 'lime', 'baby spinach', 'coriander', 'skinless chicken breast']"
9937,"['olive oil', 'orange', 'mozzarella', 'red onion', 'crusty bread', 'mustard seed', 'mustard', 'poppy seed', 'caster sugar', 'red wine vinegar']"
9938,['champagne']
9939,"['garlic clove', 'chive', 'milk', 'potato']"
9940,"['cheddar', 'butter', 'carrot', 'sunflower oil', 'bay leaf', 'plain flour', 'milk', 'celery', 'shallot', 'beef stock', 'beef', 'bacon', 'worcestershire sauce', 'potato', 'mustard powder']"
9941,"['peppercorn', 'white wine vinegar', 'garlic clove', 'fennel bulb', 'salmon fillet', 'extravirgin olive oil', 'lemon', 'basil', 'asparagus', 'anchovy fillet', 'salsa verde', 'parsley', 'bay leaf', 'salt', 'potato', 'caper']"
9942,"['hemp seed', 'walnut', 'ground cinnamon', 'date', 'banana', 'oat', 'vanilla extract']"
9943,"['icing sugar', 'cherry', 'vegetable oil', 'caster sugar', 'almond extract', 'almond', 'vanilla', 'whipping cream']"
9944,"['olive oil', 'garlic clove', 'serrano', 'baguette', 'tomato']"
9945,"['cinnamon stick', 'onion', 'lamb', 'cardamom pod', 'tomato', 'muscovado sugar', 'turmeric', 'sunflower oil', 'ground cumin', 'chilli', 'ground coriander', 'garlic clove', 'yogurt', 'coriander', 'ginger', 'bay leaf', 'chilli powder', 'mint leaf', 'malt vinegar']"
9946,"['goat cheese', 'butter', 'onion', 'vegetable stock', 'hazelnut oil', 'baguette', 'asparagus', 'pea', 'hazelnut', 'frozen pea']"
9947,"['garlic clove', 'plum tomato', 'smoked paprika', 'red onion', 'cayenne pepper', 'ground black pepper', 'coconut oil', 'ground cumin', 'scotch', 'thyme', 'vegetable oil', 'plantain', 'basmati rice', 'bay leaf', 'tomato', 'red pepper']"
9948,"['plain flour', 'goose', 'polenta', 'vegetable oil', 'flour', 'potato']"
9949,"['garlic clove', 'olive oil', 'sunflower oil', 'soy sauce', 'balsamic vinegar', 'flank steak', 'lemon', 'honey', 'rosemary', 'ginger']"
9950,"['white wine vinegar', 'olive oil', 'sweet potato', 'cucumber', 'orange', 'mint', 'red onion', 'yogurt', 'baking potato', 'fish fillet', 'cumin seed']"
9951,"['cheddar', 'olive oil', 'smoked paprika', 'extra virgin olive oil', 'red onion', 'coriander', 'black bean', 'roasted red pepper', 'potato']"
9952,"['plum', 'egg', 'ground almond', 'shortcrust pastry', 'butter', 'limoncello', 'double cream', 'lemon', 'caster sugar']"
9953,"['raisin', 'ground cardamom', 'sunflower oil', 'caster sugar', 'whole milk', 'coconut', 'ghee', 'flour', 'grated nutmeg', 'blanched almond']"
9954,"['ground coriander', 'garlic clove', 'olive oil', 'flour tortilla', 'red onion', 'lime', 'chorizo', 'guacamole', 'king prawn', 'chipotle', 'red pepper', 'cumin']"
9955,"['skinless chicken thigh', 'milk', 'mustard', 'chicken drumstick', 'cayenne pepper', 'flour', 'paprika']"
9956,"['parsnip', 'white wine vinegar', 'olive oil', 'garlic clove', 'butter', 'mushroom', 'sea bass', 'milk', 'shallot', 'veal stock']"
9957,"['broccoli', 'sunflower oil', 'noodle', 'sugar', 'soy sauce', 'rump steak', 'sesame seed', 'honey', 'spring onion']"
9958,"['cheddar', 'shortcrust pastry', 'butter', 'onion', 'ham', 'mashed potato', 'plain flour', 'cream', 'celery', 'brussels sprout', 'sprinkle', 'chicken stock', 'milk', 'turkey', 'dijon']"
9959,"['icing sugar', 'mint', 'cheese', 'lemon curd', 'raspberry', 'blueberry']"
9960,"['olive oil', 'new potato']"
9961,"['egg', 'smoked paprika', 'lime', 'plain flour', 'popcorn', 'cream', 'coriander', 'skinless chicken breast', 'bread']"
9962,"['olive oil', 'apple', 'steak', 'lemon', 'celery', 'honey', 'bulgur wheat', 'chicken stock']"
9963,"['pineapple juice', 'lemon juice', 'cherry', 'syrup', 'almond extract', 'egg white']"
9964,"['ice', 'orange zest', 'bitter', 'brown sugar', 'bourbon', 'espresso']"
9965,"['cherry tomato', 'garlic clove', 'anchovy', 'cucumber', 'lettuce leaf', 'lemon juice', 'parmesan', 'mayonnaise', 'greek yogurt', 'wholemeal', 'cooked chicken', 'mustard powder']"
9966,"['unsalted butter', 'garlic clove', 'sage', 'lemon', 'thyme', 'bay leaf', 'chicken', 'sea salt']"
9967,"['olive oil', 'apple', 'carrot', 'roasted cashew', 'red cabbage', 'orange juice', 'brazil', 'stilton', 'celery', 'brussels sprout', 'mixed nut', 'cranberry sauce']"
9968,"['olive oil', 'duck breast', 'fig', 'orange', 'cinnamon stick', 'red chilli', 'honey', 'coriander', 'bay leaf', 'red wine vinegar', 'star anise', 'muscovado sugar']"
9969,"['cherry tomato', 'olive oil', 'red onion', 'lime', 'coriander', 'baguette', 'crab meat']"
9970,"['egg', 'butter', 'egg yolk', 'double cream', 'plain flour', 'lemon', 'milk', 'nutmeg', 'caster sugar', 'whole milk', 'vanilla pod', 'lemon zest']"
9971,"['olive oil', 'carrot', 'onion', 'lardons', 'bouquet garni', 'sage', 'sausage', 'bean', 'pancetta', 'bay leaf', 'parsley', 'cold water', 'confit']"
9972,"['egg', 'icing sugar', 'dark chocolate', 'cocoa', 'double cream', 'bicarbonate of soda', 'buttermilk', 'cherry', 'plain flour', 'kirsch', 'caster sugar', 'salted butter']"
9973,"['butter', 'white bread', 'double cream', 'nutmeg', 'shallot', 'whole milk', 'bay leaf']"
9974,"['pink peppercorn', 'red wine', 'butter', 'steak', 'mushroom', 'double cream', 'vegetable oil', 'shallot', 'beef stock', 'brandy', 'clarified butter']"
9975,"['cheese', 'lemon juice', 'baking potato', 'salmon fillet', 'lemon zest', 'caper']"
9976,"['frozen pea', 'apple', 'spaghetti', 'avocado', 'baby spinach', 'parmesan', 'pork', 'basil', 'wholemeal', 'fennel seed']"
9977,"['egg', 'olive oil', 'chicken breast', 'ricotta', 'milk', 'lemon', 'plain flour', 'green bean', 'parsley', 'breadcrumb']"
9978,"['chilli', 'garlic clove', 'olive oil', 'spaghetti', 'pitted green olive', 'parmesan', 'lemon', 'pine nut', 'parsley']"
9979,"['egg', 'icing sugar', 'butter', 'brioche', 'double cream', 'cinnamon', 'vegetable oil', 'whole milk', 'vanilla extract']"
9980,"['olive oil', 'onion', 'vegetable stock', 'thyme', 'potato']"
9981,['butternut squash']
9982,"['chestnut mushroom', 'broccoli', 'minced beef', 'vegetable oil', 'chopped tomato', 'beef stock', 'bacon', 'worcestershire sauce']"
9983,"['garlic clove', 'lamb shank', 'naan', 'turmeric', 'onion', 'sunflower oil', 'red chilli', 'yogurt', 'ground cumin', 'lime', 'madras curry powder', 'cardamom pod', 'curry leaf', 'chicken stock', 'chopped tomato', 'mint leaf', 'ginger']"
9984,"['pork belly', 'butter', 'gravy', 'chicken stock', 'flour']"
9985,"['carrot', 'onion', 'celery', 'thyme', 'black peppercorn', 'bay leaf', 'turkey']"
9986,"['red wine', 'cinnamon stick', 'apple', 'onion', 'beetroot', 'butter', 'red cabbage', 'vegetable stock', 'caster sugar', 'star anise']"
9987,"['orange', 'cherry', 'lemon', 'ice', 'vodka', 'galliano']"
9988,"['egg', 'ground almond', 'icing sugar', 'butter', 'baking powder', 'cinnamon', 'dark brown sugar', 'caster sugar', 'banana', 'oat', 'flour']"
9989,"['icing sugar', 'food colouring', 'egg yolk', 'double cream', 'strawberry', 'plain flour', 'salted butter', 'vanilla extract']"
9990,"['green bean', 'shallot', 'vinaigrette']"
9991,"['garlic clove', 'garam masala', 'egg', 'olive oil', 'onion', 'cayenne pepper', 'lamb', 'ground cumin', 'coriander', 'beef', 'turkey', 'breadcrumb', 'curry powder', 'minced chicken']"
9992,"['cheddar', 'olive oil', 'sweet potato', 'butter', 'macaroni', 'plain flour', 'nutmeg', 'mustard', 'whole milk', 'cayenne']"
9993,"['garlic clove', 'onion', 'mushroom', 'sugar', 'plain flour', 'thyme', 'vegetable oil', 'ale', 'beef', 'tomato', 'salt', 'flour', 'venison']"
9994,"['butter', 'onion', 'white bread', 'double cream', 'milk', 'nutmeg', 'bay leaf']"
9995,"['oregano', 'plum tomato', 'olive oil', 'shortcrust pastry', 'black olive', 'milk', 'aubergine', 'basil', 'mozzarella cheese', 'red pepper']"
9996,"['egg', 'apple', 'icing', 'lemon juice', 'plain flour', 'cinnamon', 'date', 'caster sugar', 'puff pastry']"
